ID	NAME	TYPE	MASS	VOLUME	ICONPATH
1872169784	Painted Gray Fluorine	worldMaterial	16.96	10	resources_generated/iconsLib/materialslib/env_fluorine-painted-hc-gray_icon.png
1873040010	Painted Green Vanadium	worldMaterial	60	10	resources_generated/iconsLib/materialslib/env_vanadium-painted-hc-green_icon.png
1876046971	Exotic Capacitor Shield Generator S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1877556787	Matte Manganese	worldMaterial	72.1	10	resources_generated/iconsLib/materialslib/env_manganese-matte-hc_icon.png
1877791954	Rare Heavy Cannon M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1877792019	Advanced Heavy Cannon M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1877792145	Exotic Heavy Cannon M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1878395631	Electromagnetic Ammo	none	0	0	
1878553598	Gate XL Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1880344378	Sand	worldMaterial	1.6	1	resources_generated/env/voxel/worlds/sand-rock-rough_001/icons/env_sand-rock-rough_001_icon.png
1882032015	Painted Light Gray Sc-Al	worldMaterial	28.5	10	resources_generated/iconsLib/materialslib/env_sc-al-painted-hc-lightgray_icon.png
1884031929	Landing Gear s	object	258.76	67	resources_generated/elements/landing-gears/landing-gear_001_s/icons/env_landing-gear_001_s_icon.png
1884934706	Stone	worldMaterial	2.5	1	resources_generated/env/voxel/worlds/ground-stone_002/icons/env_ground-stone_002_icon.png
1884934707	Stone	worldMaterial	2.5	1	resources_generated/env/voxel/worlds/ground-stone_001/icons/env_ground-stone_001_icon.png
1885909366	Rare Military Hover Engine M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1885911330	Advanced Military Hover Engine M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1885912759	Exotic Military Hover Engine M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1886296838	Missile Kinetic Ammo M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1887566175	Basic Motherboard XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1887566608	Basic Motherboard XL Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1888376491	Cannon M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1888857634	Gold Honeycomb Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1890861041	Cannon Defense Thermic Ammo S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1890955722	Uncommon Motherboard XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1890956061	Uncommon Motherboard XL Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1892343191	Fluorine Honeycomb Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1892876675	Rare Motherboard XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1892878148	Rare Motherboard XL Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1893070181	Electromagnetic Ammo	none	0	0	
1893156892	Exotic Motherboard XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1893158483	Exotic Motherboard XL Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1893210312	Cannon Ammo L l	object	0	1	
1893238806	Advanced Motherboard XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1893239257	Advanced Motherboard XL Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1894947006	Vertical Wing	object	20.3	4	resources_generated/elements/wings/deprecated/wing_005_s/icons/env_wing_005_s_icon.png
1895676795	Basic Container XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1896357032	Concrete	worldMaterial	2.6	1	resources_generated/env/voxel/worlds/concrete-damaged_001/icons/env_concrete-damaged_001_icon.png
1897478338	Scandium Honeycomb Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1898206170	Market Core xs	object	5460.21	1052.56	resources_generated/elements/market-units/market-unit_001_xs/icons/env_market-unit_001_xs_icon.png
1898904490	Matte red marble (cold)	worldMaterial	27	10	resources_generated/env/voxel/hc/marble-matt-hc/icons/env_marble-matt-hc_icon_red-cold.png
1899512945	Deep Space Asteroid Tracker Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1899560165	Landing Gear m	object	1460.65	360	resources_generated/elements/landing-gears/landing-gear_001/icons/env_landing-gear_001_icon.png
1900076171	Canopy Windshield flat m	object	10	12	resources_generated/elements/canopies/canopy-flat_001_m/icons/env_canopy-flat_001_m_icon.png
1901919706	Cannon s	object	517	95	resources_generated/elements/cannons/cannon-heavy-tower_001_s/icons/env_cannon-heavy-tower_001_s_icon.png
1901976564	Gravel	worldMaterial	1.9	1	resources_generated/env/voxel/worlds/ground-gravel_003/icons/env_ground-gravel_003_icon.png
1901976566	Gravel	worldMaterial	1.9	1	resources_generated/env/voxel/worlds/ground-gravel_001/icons/env_ground-gravel_001_icon.png
1901976567	Gravel	worldMaterial	1.9	1	resources_generated/env/voxel/worlds/ground-gravel_002/icons/env_ground-gravel_002_icon.png
1902887537	Stainless Steel Honeycomb	worldMaterial	77.5	10	
1904492245	Carbon Fiber product Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1904696590	Light Gray Vanadium Panel	worldMaterial	60	10	resources_generated/iconsLib/materialslib/env_vanadium-panel-hc-lightgray_icon.png
1905192872	Stained gray pattern Chromium	worldMaterial	71.9	10	resources_generated/env/voxel/hc/chromium-tile-hc/icons/env_chromium-tile-hc_icon_gray-light.png
1905192880	Aged gray pattern Chromium	worldMaterial	71.9	10	resources_generated/env/voxel/hc/chromium-tile-hc/icons/env_chromium-tile-hc_icon_gray-dark.png
1908349946	Deprecated intermediary parts industry	object	9855.01	5460	resources_generated/iconsLib/elementslib/missingmesh.png
1909358165	Blueprint	none	0	0	resources_generated/elements/blueprints/blueprint_001/icons/env_blueprint_001_icon.png
1909394048	Sky Carbon Panel	worldMaterial	22.7	10	resources_generated/iconsLib/materialslib/env_carbon-panel-hc-sky_icon.png
1909398560	Red Carbon Panel	worldMaterial	22.7	10	resources_generated/iconsLib/materialslib/env_carbon-panel-hc-red_icon.png
1909434836	Ice Carbon Panel	worldMaterial	22.7	10	resources_generated/iconsLib/materialslib/env_carbon-panel-hc-ice_icon.png
1909556293	Black Aluminium Panel	worldMaterial	27	10	resources_generated/iconsLib/materialslib/env_aluminium-panel-hc-black_icon.png
1910711523	Lasers M m	object	400	0	
1912271995	Combustion Chambers	none	0	0	
1912399735	Cannon Heavy Thermic Ammo s	object	3.26	5	resources_generated/elements/ammos/ammo-cannon-heavy-thermic_001/icons/env_ammo-cannon-heavy-thermic_001_icon.png
1913093739	Ice	worldMaterial	0.9	1	resources_generated/env/voxel/worlds/ice-glacier-icelandic-black_001/icons/env_ice-glacier-icelandic-black_001_icon.png
1913377043	Sand	worldMaterial	1.6	1	resources_generated/env/voxel/worlds/sand-coral-thai_001/icons/env_sand-coral-thai_001_icon.png
1913517408	Injectors	object	0	0	
1913593491	Thermic Ammo l	object	0	1	
1914596400	Gray Manganese Panel	worldMaterial	72.1	10	resources_generated/iconsLib/materialslib/env_manganese-panel-hc-gray_icon.png
1914625093	Glossy green plastic (cold)	worldMaterial	14	10	resources_generated/env/voxel/hc/plastic-bright-hc/icons/env_plastic-bright-hc_icon_green-cold.png
1915796794		object	400	0	resources_generated/iconsLib/elementslib/missingmesh.png
1918808562	Painted Gray Manganese	worldMaterial	72.1	10	resources_generated/iconsLib/materialslib/env_manganese-painted-hc-gray_icon.png
1920590006	Expanded Parcel Container xl	object	86627.42	21000	resources_generated/elements/containers/container-mission_001_xxl/icons/env_container-mission_001_xxl_icon.png
1921035367	Laser Precision Electromagnetic Ammo XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1921488620	White Manganese Panel	worldMaterial	72.1	10	resources_generated/iconsLib/materialslib/env_manganese-panel-hc-white_icon.png
1921694649	Laser Electromagnetic Ammo s	object	3.03	10	resources_generated/elements/ammos/ammo-laser-electromagnetic_001/icons/env_ammo-laser-electromagnetic_001_icon.png
1923630304	Stained red pattern steel	worldMaterial	80.5	10	resources_generated/env/voxel/hc/steel-tile-hc/icons/env_steel-tile-hc_icon_red-light.png
1923630328	Aged red pattern steel	worldMaterial	80.5	10	resources_generated/env/voxel/hc/steel-tile-hc/icons/env_steel-tile-hc_icon_red-dark.png
1923840124	Compact Aileron s	object	319.15	116.6	resources_generated/elements/wings/wing-aileron_002/icons/env_wing-aileron_002_icon.png
1924805410	Exotic Capacitor Shield Generator L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1927357287	Soil	worldMaterial	1.5	1	resources_generated/env/voxel/worlds/ground-forest-wild-grass-ferns-mud_001/icons/env_ground-forest-wild-grass-ferns-mud_001_icon.png
1928009578	Blue pattern steel	worldMaterial	80.5	10	resources_generated/env/voxel/hc/steel-tile-hc/icons/env_steel-tile-hc_icon_blue.png
1928981641	Atmospheric Engines	none	0	0	
1929024217	Orange Mangalloy Panel	worldMaterial	78.33	10	resources_generated/iconsLib/materialslib/env_mangalloy-panel-hc-orange_icon.png
1929049234	Laser Heavy Electromagnetic Ammo s	object	3.45	10	resources_generated/elements/ammos/ammo-laser-electromagnetic_001/icons/env_ammo-laser-electromagnetic_001_icon.png
1929972940	Laser S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1930459757	Fluoropolymer Honeycomb	worldMaterial	16.5	10	resources_generated/iconsLib/materialslib/invalid.png
1930964457	Missile Antimatter Ammo M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1931494158	Deprecated Structural Parts industry	object	9855.01	5460	resources_generated/iconsLib/elementslib/missingmesh.png
1933133404	Uncommon Maneuver Atmospheric Engine xs	object	100	22.6	resources_generated/elements/engines/engine-atmospheric-manoeuver_001_xs/icons/env_engine-atmospheric-manoeuver_001_xs_icon.png
1933266807	Matte yellow marble (cold)	worldMaterial	27	10	resources_generated/env/voxel/hc/marble-matt-hc/icons/env_marble-matt-hc_icon_yellow-cold.png
1933474332	Laser Defense Thermic Ammo s	object	1.4	10	resources_generated/elements/ammos/ammo-laser-thermic_001/icons/env_ammo-laser-thermic_001_icon.png
1934151915	Painted Light Gray Silumin	worldMaterial	30	10	resources_generated/iconsLib/materialslib/env_silumin-painted-hc-lightgray_icon.png
1935490505	Yellow Cobalt Panel	worldMaterial	89	10	resources_generated/iconsLib/materialslib/env_cobalt-panel-hc-yellow_icon.png
1935819949	Advanced Power Transformer S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1935821447	Rare Power Transformer L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1935821761	Rare Power Transformer M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1935824944	Advanced Power Transformer M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1935825654	Advanced Power Transformer L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1935832156	Rare Power Transformer S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1935844039	Basic Power Transformer S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1935845415	Uncommon Power Transformer L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1935845478	Uncommon Power Transformer M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1935849494	Basic Power Transformer L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1935849559	Basic Power Transformer M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1935856374	Uncommon Power Transformer S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1935899668	Exotic Power Transformer L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1935900111	Exotic Power Transformer S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1935900498	Exotic Power Transformer M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1936516792	Painted Black Sodium	worldMaterial	9.7	10	resources_generated/iconsLib/materialslib/env_sodium-painted-hc-black_icon.png
1937018166	Sky Silicon Panel	worldMaterial	23.3	10	resources_generated/iconsLib/materialslib/env_silicon-panel-hc-sky_icon.png
1937038039	Red Silicon Panel	worldMaterial	23.3	10	resources_generated/iconsLib/materialslib/env_silicon-panel-hc-red_icon.png
1937636394	Rare Agile Cannon XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1937636459	Exotic Agile Cannon XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1937636841	Advanced Agile Cannon XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1938714391	Ice Silicon Panel	worldMaterial	23.3	10	resources_generated/iconsLib/materialslib/env_silicon-panel-hc-ice_icon.png
1939436044	Painted Yellow Sc-Al	worldMaterial	28.5	10	resources_generated/iconsLib/materialslib/env_sc-al-painted-hc-yellow_icon.png
1942154251	Advanced Glass product	material	2.6	1	resources_generated/elements/products/product-glass_001/icons/env_product-glass_001_icon.png
1942682330	Wing XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1943212688	Advanced Military Hover Engine l	object	1702	619.2	resources_generated/elements/engines/engine-hover_001_l/icons/env_engine-hover_001_l_icon.png
1943212689	Rare Military Hover Engine l	object	1702	619.2	resources_generated/elements/engines/engine-hover_001_l/icons/env_engine-hover_001_l_icon.png
1943212690	Exotic Military Hover Engine l	object	1702	619.2	resources_generated/elements/engines/engine-hover_001_l/icons/env_engine-hover_001_l_icon.png
1944324408	Railgun Precision Antimatter Ammo XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1946380137	White Sodium Panel	worldMaterial	9.7	10	resources_generated/iconsLib/materialslib/env_sodium-panel-hc-white_icon.png
1947082799	Windows	none	0	0	
1947803569	Dispenser (Admin)	object	513.94	196	resources_generated/elements/containers/container-dispenser_001/icons/env_container-dispenser_001_icon.png
1949562989	Basic mining unit s	object	180	70	resources_generated/elements/mining-units/mining-unit_001_s/icons/env_mining-unit_001_s_icon.png
1951235468	Antenna s	object	130.06	24	resources_generated/elements/antennas/antenna_001_s/icons/env_antenna_001_s_icon.png
1951362274	Dark Gray Chromium Panel	worldMaterial	71.9	10	resources_generated/iconsLib/materialslib/env_chromium-panel-hc-darkgray_icon.png
1952409967	Bay Window xl	object	5091.52	2544	resources_generated/elements/windows/window_001_xl/icons/env_window_001_xl_icon.png
1952761175	Rare Heavy Laser S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1952761238	Exotic Heavy Laser S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1952762388	Advanced Heavy Laser S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1954505438	Gray pattern steel	worldMaterial	80.5	10	resources_generated/env/voxel/hc/steel-tile-hc/icons/env_steel-tile-hc_icon_gray.png
1956228596	Orange Titanium Panel	worldMaterial	45	10	resources_generated/iconsLib/materialslib/env_titanium-panel-hc-orange_icon.png
1958088646	Military Al-Li Panel	worldMaterial	25	10	resources_generated/iconsLib/materialslib/env_al-li-panel-hc-military_icon.png
1958427908	Cannon Agile Thermic Ammo m	object	12.57	25	resources_generated/elements/ammos/ammo-cannon-heavy-thermic_001/icons/env_ammo-cannon-heavy-thermic_001_icon.png
1959923938	Rare Screen M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1959924001	Rare Screen L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1959925614	Rare Screen S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1959937631	Screen M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1959937689	Advanced Screen S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1959937813	Advanced Screen M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1959937876	Advanced Screen L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1959944371	Exotic Screen M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1959944432	Exotic Screen L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1959945791	Exotic Screen S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1959949768	Uncommon Screen S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1959949966	Screen S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1959950148	Uncommon Screen M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1959950213	Uncommon Screen L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1959960759	Basic Screen M Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1959960822	Basic Screen L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1959961085	Screen XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1959961147	Basic Screen S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1960583322	Rare Variable Shield Generator L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1966355082	Soil	worldMaterial	2.2	1	resources_generated/env/voxel/worlds/moss-ground-forest_002/icons/env_moss-ground-forest_002_icon.png
1969728640	Logic Operators	none	0	0	
1969897929	Uncommon Freight Hover Engine S Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1970389635	Exotic Active Shield Generator XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1970705481	Advanced Glass product Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1971262921	Galvanized gray aluminium	worldMaterial	27	10	resources_generated/env/voxel/hc/aluminium-matt-hc/icons/env_aluminium-matt-hc_icon_gray.png
1971447072	Basic Injector	object	20.3	10	resources_generated/elements/complex-parts/complex-part-injector_001/icons/env_complex-part-injector_001_icon.png
1971447073	Uncommon Injector	object	20.5	10	resources_generated/elements/complex-parts/complex-part-injector_001/icons/env_complex-part-injector_001_icon.png
1971447076	Exotic Injector	object	20.93	10	resources_generated/elements/complex-parts/complex-part-injector_001/icons/env_complex-part-injector_001_icon.png
1971447078	Advanced Injector	object	20.45	10	resources_generated/elements/complex-parts/complex-part-injector_001/icons/env_complex-part-injector_001_icon.png
1971447079	Rare Injector	object	20.63	10	resources_generated/elements/complex-parts/complex-part-injector_001/icons/env_complex-part-injector_001_icon.png
1971700279	Uncommon Military Space Engine xs	object	146.2	20.33	resources_generated/elements/engines/engine-space-military_001_xs/icons/env_engine-space-military_001_xs_icon.png
1972306940	Soil	worldMaterial	1.5	1	resources_generated/env/voxel/worlds/ground-forest-moist-leaves-brown-dark_001/icons/env_ground-forest-moist-leaves-brown-dark_001_icon.png
1972837708	Yellow Inconel Panel	worldMaterial	84.97	10	resources_generated/iconsLib/materialslib/env_inconel-panel-hc-yellow_icon.png
1973620058	Al-Li Painted Purple	worldMaterial	25	10	resources_generated/iconsLib/materialslib/env_al-li-painted-hc-purple_icon.png
1975322353	Railgun Defense Electromagnetic Ammo L Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1978507645	Uncommon Gravity-Inverted Container s	object	1922	342	resources_generated/elements/containers/container-legacy_001/icons/env_container-legacy_001_icon.png
1980351716	Cannon Heavy Kinetic Ammo xs	object	1.73	1	resources_generated/elements/ammos/ammo-cannon-heavy-kinetic_001/icons/env_ammo-cannon-heavy-kinetic_001_icon.png
1981362450	Uncommon Standard Frame s	object	22.12	11	resources_generated/elements/structural-parts/structural-part-standart-frame_001/icons/env_structural-part-standart-frame_001_icon.png
1981362473	Basic Standard Frame m	object	155.4	74	resources_generated/elements/structural-parts/structural-part-standart-frame_001/icons/env_structural-part-standart-frame_001_icon.png
1981362474	Basic Standard Frame l	object	1081.5	515	resources_generated/elements/structural-parts/structural-part-standart-frame_001/icons/env_structural-part-standart-frame_001_icon.png
1981362536	Uncommon Standard Frame m	object	148.54	74	resources_generated/elements/structural-parts/structural-part-standart-frame_001/icons/env_structural-part-standart-frame_001_icon.png
1981362539	Uncommon Standard Frame l	object	1033.48	515	resources_generated/elements/structural-parts/structural-part-standart-frame_001/icons/env_structural-part-standart-frame_001_icon.png
1981362581	Rare Standard Frame s	object	22.36	11	resources_generated/elements/structural-parts/structural-part-standart-frame_001/icons/env_structural-part-standart-frame_001_icon.png
1981362606	Advanced Standard Frame m	object	138.25	74	resources_generated/elements/structural-parts/structural-part-standart-frame_001/icons/env_structural-part-standart-frame_001_icon.png
1981362607	Advanced Standard Frame l	object	961.45	515	resources_generated/elements/structural-parts/structural-part-standart-frame_001/icons/env_structural-part-standart-frame_001_icon.png
1981362643	Basic Standard Frame s	object	23.1	11	resources_generated/elements/structural-parts/structural-part-standart-frame_001/icons/env_structural-part-standart-frame_001_icon.png
1981362670	Rare Standard Frame l	object	1045.49	515	resources_generated/elements/structural-parts/structural-part-standart-frame_001/icons/env_structural-part-standart-frame_001_icon.png
1981362671	Rare Standard Frame m	object	150.25	74	resources_generated/elements/structural-parts/structural-part-standart-frame_001/icons/env_structural-part-standart-frame_001_icon.png
1981363756	Exotic Standard Frame m	object	204.45	74	resources_generated/elements/structural-parts/structural-part-standart-frame_001/icons/env_structural-part-standart-frame_001_icon.png
1981363757	Exotic Standard Frame l	object	1424.84	515	resources_generated/elements/structural-parts/structural-part-standart-frame_001/icons/env_structural-part-standart-frame_001_icon.png
1981363796	Advanced Standard Frame s	object	20.65	11	resources_generated/elements/structural-parts/structural-part-standart-frame_001/icons/env_structural-part-standart-frame_001_icon.png
1981363926	Exotic Standard Frame s	object	30.11	11	resources_generated/elements/structural-parts/structural-part-standart-frame_001/icons/env_structural-part-standart-frame_001_icon.png
1984026975	Reinforced Frames	object	0	0	
1985043147	Pebbles	worldMaterial	1.9	1	resources_generated/env/voxel/worlds/sand-pebbles-icelandic_001/icons/env_sand-pebbles-icelandic_001_icon.png
1985043188	Pebbles	worldMaterial	1.9	1	resources_generated/iconsLib/materialslib/invalid.png
1986061694	Orange Aluminium Panel	worldMaterial	27	10	resources_generated/iconsLib/materialslib/env_aluminium-panel-hc-orange_icon.png
1987535473	Light Gray Maraging Steel Panel	worldMaterial	82.3	10	resources_generated/iconsLib/materialslib/env_maraging-steel-panel-hc-lightgray_icon.png
1987555115	Painted Dark Gray Lithium	worldMaterial	5.3	10	resources_generated/iconsLib/materialslib/env_lithium-painted-hc-darkgray_icon.png
1988319896	Gray Gold Panel	worldMaterial	140	10	resources_generated/iconsLib/materialslib/env_gold-panel-hc-gray_icon.png
1988971382	Pure Nickel Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1990499803	Alarm Speaker	object	63.75	10	resources_generated/elements/actuators/actuator-alarm-sound_001/icons/env_actuator-alarm-sound_001_icon.png
1993167161	Suspended Plant A Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1993167224	Bagged Plant B Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1993167294	Bagged Plant A Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1993167547	Suspended Fruit Plant Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1993167610	Suspended Plant B Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1993502154	Painted Light Gray Duralumin	worldMaterial	28	10	resources_generated/iconsLib/materialslib/env_duralumin-painted-hc-lightgray_icon.png
1993984538	White Silicon Panel	worldMaterial	23.3	10	resources_generated/iconsLib/materialslib/env_silicon-panel-hc-white_icon.png
1994172304	Cannon Agile Thermic Ammo XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1994380390	Atmospheric Brakes	object	400	0	
1995362391	Polished black Gold	worldMaterial	140	10	resources_generated/env/voxel/hc/gold-bright-hc/icons/env_gold-bright-hc_icon_black.png
1996813603	Green Aluminium Panel	worldMaterial	27	10	resources_generated/iconsLib/materialslib/env_aluminium-panel-hc-green_icon.png
1998774536	Fuel Tanks	none	0	0	
1999972366	Advanced Precision Railgun XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1999972429	Rare Precision Railgun XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
1999973260	Exotic Precision Railgun XS Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
2000409238	Uncommon Optimised Container xs	object	183.3	64	resources_generated/elements/containers/container-legacy_001/icons/env_container-legacy_001_icon.png
2001648170	Cobblestone	worldMaterial	2.1	1	resources_generated/env/voxel/worlds/cobblestone-river-small-grey_001/icons/env_cobblestone-river-small-grey_001_icon.png
2003198885	Painted Light Gray Sulfur	worldMaterial	18.2	10	resources_generated/iconsLib/materialslib/env_sulfur-painted-hc-lightgray_icon.png
2003621925	Matte light red marble (cold)	worldMaterial	27	10	resources_generated/env/voxel/hc/marble-matt-hc/icons/env_marble-matt-hc_icon_red-cold-light.png
2003621933	Matte dark red marble (cold)	worldMaterial	27	10	resources_generated/env/voxel/hc/marble-matt-hc/icons/env_marble-matt-hc_icon_red-cold-dark.png
2004669330	Surrogate Station Equipment	none	0	0	
2004990657	Uncommon Gravity-Inverted Container l	object	22264	3746	resources_generated/elements/containers/container_001_xl/icons/env_container_001_xl_icon.png
2005278212	Uncommon Connector Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
2005278277	Basic Connector Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
2005278663	Advanced Connector Schematic	none	0	0	resources_generated/elements/recipes/recipe_001/icons/env_recipe_001_icon.png
